patient_id,EGFR,KRAS,ALK,ROS1,TP53,STK11,KEAP1,PTEN,BRAF,PIK3CA,NFE2L2,MET,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040
PT0303,13.463,9.149,9.209,3.136,9.855,14.065,10.929,3.75,14.781,15.137,8.395,6.269,7.503,9.245,2.981,5.916,5.255,4.069,11.784,14.736,9.705,3.481,15.53,11.356,6.882,8.704,7.691,3.421,4.96,4.267,7.973,11.253,7.061,9.791,4.955,7.359,7.117,10.185,8.817,8.296,10.306,3.726,6.931,4.078,7.127,5.738,8.641,3.322,11.924,8.423,8.401,5.869
PT0304,23.998,13.625,5.098,3.533,10.348,8.449,10.357,7.84,4.452,5.075,9.57,5.202,7.062,23.368,17.449,15.983,2.252,7.088,13.242,6.341,3.605,9.259,7.816,7.193,18.661,7.096,4.954,13.894,8.92,4.682,7.184,3.471,4.832,6.331,2.861,10.004,11.789,19.453,4.662,5.131,5.221,9.248,4.884,4.16,5.111,8.446,3.406,5.608,24.519,9.944,16.44,12.479
PT0305,6.557,9.917,4.485,12.2,9.728,10.267,15.561,7.224,6.549,3.74,9.28,5.409,12.279,5.792,7.029,22.821,6.417,10.249,7.364,6.608,8.661,7.163,14.657,3.944,10.301,3.352,11.098,8.097,8.086,5.654,4.734,4.355,2.296,9.196,6.549,16.508,5.367,11.791,5.434,6.856,9.126,10.28,8.261,9.438,6.093,13.881,5.088,5.536,3.709,5.477,6.57,15.257
PT0306,10.722,4.01,5.601,11.0,20.553,9.272,4.267,6.894,8.078,4.513,5.082,9.492,4.267,10.095,11.503,5.36,9.711,7.117,15.822,17.711,4.775,7.675,3.455,5.713,5.823,7.933,10.923,11.477,4.334,2.797,5.236,8.993,5.895,6.362,5.791,8.56,3.399,3.61,12.921,7.922,25.628,5.0,4.304,8.731,2.948,15.709,3.547,5.64,9.611,13.798,5.719,13.467
PT0307,9.533,6.838,7.035,9.441,8.759,6.798,7.242,4.086,12.884,14.261,11.587,8.232,21.874,8.662,4.553,6.992,7.862,12.086,8.7,34.948,13.698,4.402,5.86,12.758,5.211,12.007,17.947,7.421,10.614,32.03,12.604,4.805,9.019,5.658,5.464,5.345,6.539,17.273,9.115,13.443,11.793,4.821,11.549,2.906,10.351,6.085,9.049,10.835,5.091,21.534,4.502,3.751
PT0308,3.183,7.284,7.276,6.538,4.342,8.04,8.068,12.22,10.009,13.154,15.362,9.594,5.55,7.339,20.128,3.392,7.443,5.688,7.567,17.741,8.885,11.898,5.046,5.416,2.64,4.144,8.793,6.961,7.991,11.473,7.645,5.506,4.693,4.574,3.744,8.736,3.779,7.262,7.132,7.11,10.147,19.928,3.261,9.47,6.198,7.83,4.361,8.141,15.526,5.322,7.686,9.26
PT0309,4.965,11.42,6.709,8.983,5.912,5.963,5.847,17.505,6.653,6.145,4.55,9.712,4.384,12.181,4.4,4.864,17.453,11.271,12.38,8.092,7.605,6.897,8.412,8.287,14.064,4.681,13.073,3.82,6.629,5.634,7.887,8.762,7.126,5.85,9.872,6.515,16.955,4.455,5.625,4.832,11.558,10.721,13.458,13.07,1.955,19.91,6.074,11.492,10.406,11.543,10.893,16.12
PT0310,7.423,5.855,7.301,5.647,11.118,7.45,7.146,3.745,9.539,8.187,7.799,14.356,10.889,7.607,7.179,4.72,8.48,16.499,4.069,6.184,33.229,11.081,5.075,9.068,12.018,11.816,5.997,5.933,8.587,5.149,14.237,6.518,6.98,10.27,10.853,13.342,14.91,8.136,8.013,7.593,14.168,14.703,6.788,7.794,6.409,5.996,2.546,8.687,8.609,3.23,17.896,7.068
PT0311,10.098,7.21,3.708,6.328,13.382,10.704,16.185,7.855,12.479,9.133,13.212,4.015,12.597,7.316,15.974,6.97,11.631,4.454,2.538,10.278,11.188,5.229,3.911,5.547,43.579,6.801,9.699,7.356,4.9,13.806,6.135,5.317,5.962,5.674,9.648,13.453,4.208,4.425,39.235,19.978,14.856,9.383,5.208,9.813,9.976,7.458,5.353,9.262,12.657,11.197,6.42,7.264
PT0312,7.8,5.159,1.847,4.805,11.071,6.492,5.246,10.283,9.028,12.018,6.7,10.546,13.76,8.21,3.987,4.05,8.716,4.744,4.115,8.544,6.147,5.265,7.148,7.389,20.526,12.853,4.886,3.324,4.928,3.694,5.943,3.718,6.127,10.304,12.564,3.397,7.308,5.955,7.851,13.91,5.77,7.617,7.984,47.207,31.408,21.205,12.021,12.281,7.973,3.072,11.237,7.731
PT0313,12.986,8.569,9.55,8.398,12.091,11.945,6.934,23.512,18.831,2.976,6.553,5.258,15.271,2.587,2.372,11.676,16.68,10.096,14.457,5.006,11.414,7.65,2.456,2.976,8.675,6.245,8.628,4.63,6.879,4.477,15.404,21.166,6.366,6.593,4.937,6.833,3.159,4.6,4.47,14.592,6.148,8.06,7.978,7.189,4.646,7.162,8.841,12.518,7.047,14.893,6.546,3.91
PT0314,13.99,9.403,14.175,6.003,8.735,9.208,9.171,5.966,9.178,5.589,7.79,5.998,9.351,5.373,7.191,7.132,6.186,34.51,11.303,14.295,8.535,12.068,5.575,5.465,4.388,3.568,6.558,7.48,4.59,12.561,10.34,3.736,6.499,7.229,9.89,22.299,6.66,5.663,3.227,3.679,8.681,15.692,7.674,5.994,15.687,11.634,14.036,26.876,9.059,12.222,11.223,6.556
PT0315,7.772,13.816,3.518,11.857,5.794,12.448,6.736,4.542,4.39,6.443,11.105,18.412,7.607,5.328,5.111,6.468,13.266,9.405,8.016,25.408,14.448,3.954,9.111,7.423,3.065,7.262,12.247,9.243,15.154,7.19,3.426,6.067,6.959,13.696,7.169,14.454,5.718,2.079,12.584,19.582,16.004,21.474,3.955,9.501,4.481,7.615,1.781,7.424,3.324,3.191,4.009,7.289
PT0316,15.013,12.621,5.085,10.568,5.843,12.313,10.388,7.37,5.016,8.493,5.762,10.1,8.896,16.817,4.622,11.625,18.197,7.213,6.524,4.884,4.532,5.621,4.258,10.021,6.081,7.212,2.833,5.989,8.179,11.03,7.509,13.048,9.541,4.09,5.837,7.07,19.422,13.671,9.463,9.409,11.897,8.827,1.858,7.004,11.875,3.718,1.819,5.841,7.114,5.688,9.192,8.84
PT0317,17.69,8.337,8.168,4.935,3.105,14.464,6.754,20.745,6.945,7.566,8.385,6.123,7.357,10.079,4.754,6.425,6.175,14.018,6.735,5.011,19.535,5.827,7.231,13.988,7.251,8.613,7.057,14.645,10.319,7.895,5.119,7.156,5.846,6.973,7.461,1.651,9.397,7.426,4.614,8.555,6.034,7.773,11.986,4.141,10.386,10.518,17.345,3.1,12.264,2.851,10.107,8.306
PT0318,10.787,9.272,11.253,18.415,7.498,11.206,9.028,7.655,6.697,6.276,8.923,11.359,5.62,11.088,3.627,3.953,12.434,6.91,8.832,5.75,5.78,6.509,4.844,5.745,3.548,4.81,6.615,5.82,17.358,7.477,5.875,4.662,4.952,11.314,4.641,11.081,8.251,10.958,14.795,7.623,10.159,11.904,7.561,6.21,6.553,3.328,8.963,12.57,1.904,19.681,2.905,8.05
PT0319,6.758,9.066,9.687,4.229,5.285,12.62,8.015,8.461,10.138,8.382,5.398,9.586,16.445,10.285,14.821,7.442,3.808,3.27,4.819,3.974,6.164,5.957,6.277,9.237,10.391,5.861,10.602,10.064,14.67,5.419,6.731,4.23,9.44,9.62,6.289,9.506,13.042,8.766,13.978,9.589,9.905,10.721,10.659,4.089,4.169,3.753,3.656,17.977,3.013,16.51,6.534,6.554
PT0320,15.364,8.589,13.191,9.243,7.881,8.765,11.358,18.355,8.87,2.145,11.565,12.837,18.293,6.927,13.557,21.684,8.679,4.548,10.63,10.958,5.174,12.346,8.332,6.847,11.915,20.906,5.399,14.063,20.181,9.52,3.343,13.455,5.351,8.794,7.321,7.236,5.964,6.875,5.038,2.716,6.176,6.923,2.271,16.996,4.351,14.696,11.093,7.755,9.899,8.43,4.447,20.57
PT0321,6.795,16.64,6.861,12.667,6.803,10.305,14.854,2.471,17.532,31.632,10.247,5.832,7.405,16.844,3.808,7.717,10.676,14.302,4.569,3.647,6.403,10.368,9.299,4.922,4.519,5.583,6.225,5.118,4.804,8.435,5.281,11.121,21.021,14.484,3.107,11.753,10.411,14.16,5.128,12.063,5.532,5.395,6.177,4.057,12.367,11.011,9.273,6.407,9.742,4.319,7.782,14.919
PT0322,7.499,3.584,8.631,13.98,4.241,5.286,4.909,2.432,11.154,10.813,12.035,12.234,6.576,6.878,7.066,9.533,4.934,3.165,14.028,10.203,19.096,7.485,9.151,4.939,6.486,16.614,14.184,13.054,16.248,8.402,18.764,2.804,6.574,5.886,15.42,8.993,5.152,13.873,9.048,3.675,3.014,5.222,4.595,17.824,15.267,7.381,8.927,4.738,7.381,8.325,8.923,11.593
PT0323,7.82,7.666,8.619,2.463,10.983,7.925,18.824,11.764,15.631,11.143,12.84,6.697,5.772,3.847,5.937,6.655,3.071,3.601,6.213,8.941,8.133,11.056,5.152,7.078,3.656,4.18,5.639,7.005,5.979,6.042,6.837,3.738,19.523,7.783,11.907,10.442,5.399,6.009,7.267,17.106,3.62,16.129,7.913,5.227,6.416,12.527,9.426,7.537,9.829,8.298,7.701,8.989
PT0324,5.64,10.686,5.698,12.163,11.883,12.349,7.331,10.99,5.072,5.341,4.984,7.458,3.18,10.296,12.801,6.581,7.616,10.991,4.676,10.616,4.382,12.081,15.53,7.314,12.159,8.333,6.337,4.973,6.611,13.652,5.966,10.36,8.41,17.428,10.918,6.871,19.894,10.821,9.454,8.531,4.592,6.073,12.118,3.633,6.541,14.374,11.327,2.148,6.564,13.415,10.194,16.465
PT0325,12.619,13.51,12.697,13.565,3.789,7.55,10.438,3.629,6.001,8.911,11.446,6.88,5.259,13.42,4.928,9.445,6.325,7.871,6.363,3.568,6.894,5.522,8.695,5.009,4.716,8.96,13.374,16.281,8.107,7.752,12.227,17.03,8.63,4.166,17.161,7.141,1.718,6.033,12.68,5.262,17.384,6.307,4.177,6.288,5.229,9.576,10.029,11.023,14.018,21.807,8.438,5.411
PT0326,12.977,5.609,9.559,15.129,8.496,10.567,8.109,9.634,10.473,19.48,9.834,7.298,5.702,7.996,16.541,1.962,8.15,13.344,4.665,7.914,8.399,5.24,5.422,28.733,4.182,11.556,2.742,16.544,7.636,10.121,3.834,5.704,11.521,9.654,10.268,9.449,10.045,5.628,5.484,4.43,8.194,6.18,9.443,16.564,7.6,4.192,8.45,5.021,4.213,12.956,10.005,11.868
PT0327,15.533,9.665,11.376,2.439,11.249,5.077,6.454,7.546,7.785,17.414,11.915,10.167,7.31,9.067,7.455,3.955,8.595,4.315,6.852,8.425,11.924,10.292,14.206,7.187,2.764,7.399,9.333,6.465,7.271,4.171,6.755,12.158,9.145,9.887,9.925,6.584,4.983,8.976,8.49,6.447,12.649,4.022,9.588,7.856,5.681,4.643,9.482,9.679,15.744,13.041,6.516,11.639
PT0328,9.877,11.816,5.815,5.274,6.414,15.374,2.808,8.259,10.18,7.581,4.904,12.043,4.476,12.072,5.047,5.457,11.219,5.072,3.048,11.362,6.343,20.321,6.126,10.146,4.413,5.332,9.054,12.598,8.538,3.27,14.427,3.346,6.975,8.663,16.554,4.251,11.884,7.483,3.842,15.756,8.51,9.491,2.653,16.354,12.322,13.303,8.42,18.183,6.844,7.666,10.466,7.572
PT0329,8.043,6.73,11.666,7.034,11.549,6.425,16.736,4.891,8.43,4.047,11.498,8.18,2.853,15.895,7.12,6.42,16.082,6.15,5.757,8.856,8.179,2.399,19.205,6.375,3.1,7.824,8.699,12.111,15.416,10.81,7.605,3.222,6.288,9.128,5.857,4.119,4.942,6.781,10.126,7.265,6.877,7.208,7.067,11.192,11.225,7.579,7.72,3.149,4.932,6.883,3.963,3.429
PT0330,8.826,3.968,4.199,5.916,9.947,11.174,5.127,5.856,5.452,7.905,8.88,7.196,10.237,10.077,5.578,15.16,9.213,3.951,7.579,5.541,31.729,5.509,11.206,29.374,12.445,3.49,3.208,7.442,2.536,5.398,8.978,3.983,4.748,4.924,3.852,8.886,7.986,2.597,12.59,7.731,16.482,9.188,7.412,8.657,9.179,14.203,7.496,6.205,10.315,12.185,10.521,3.799
PT0331,11.447,7.349,8.536,14.42,13.138,8.371,7.221,4.713,17.449,6.34,4.872,8.901,17.474,17.101,22.644,24.965,3.504,6.508,8.802,12.89,6.962,10.742,7.062,2.387,10.062,2.083,3.83,21.717,3.619,4.913,6.797,9.651,4.665,7.997,11.733,5.058,3.657,4.689,1.84,4.866,7.06,14.92,6.417,5.337,4.485,4.921,6.388,4.615,5.937,7.652,5.331,15.025
PT0332,8.492,5.029,1.955,5.267,8.746,13.097,12.714,7.584,13.175,10.993,13.754,6.866,2.548,8.751,8.001,10.057,10.38,6.713,6.049,14.527,7.875,5.049,5.892,6.1,3.98,3.379,5.111,7.121,3.914,8.987,9.025,8.311,11.23,7.016,6.587,4.953,12.917,7.547,4.026,15.956,11.293,6.703,9.48,11.251,3.556,10.625,8.099,4.504,17.595,6.167,6.399,4.642
PT0333,31.817,11.832,4.291,13.638,8.133,7.378,9.729,6.563,3.418,3.974,7.432,11.403,6.899,20.885,5.862,8.956,9.029,11.248,13.137,14.294,4.123,11.192,4.965,7.99,4.707,16.484,5.042,5.482,8.504,14.593,10.767,10.793,2.286,8.929,12.261,5.45,5.0,10.18,8.721,6.353,8.617,7.767,13.701,7.845,5.577,3.179,10.465,11.966,5.867,4.344,8.175,11.351
PT0334,9.157,6.612,10.094,9.777,10.372,5.186,19.322,17.506,5.465,6.691,4.528,12.286,11.339,3.924,7.793,10.319,8.01,7.0,3.217,5.116,11.906,8.243,5.088,13.203,7.063,11.344,10.617,7.648,7.771,6.52,6.976,3.067,17.098,8.052,10.217,10.831,3.473,9.967,3.284,5.234,5.402,5.227,10.7,5.668,14.195,10.843,6.931,11.851,3.919,4.216,8.496,7.342
PT0335,5.511,18.706,5.642,3.576,10.725,2.994,17.314,10.195,7.528,8.329,8.991,2.39,4.125,12.003,15.4,15.569,16.277,5.99,6.568,9.546,5.915,4.08,6.508,7.086,7.747,18.971,6.171,7.159,8.896,6.461,8.0,17.426,11.687,18.36,5.27,2.637,1.387,5.436,7.463,8.704,5.854,11.582,13.343,6.994,10.582,9.352,6.95,10.049,2.651,5.37,12.385,6.513
PT0336,14.654,9.588,7.658,4.504,9.181,7.59,10.65,3.297,10.458,5.858,5.528,6.874,3.605,8.746,4.622,4.495,8.498,9.352,5.77,4.71,18.512,5.94,14.358,4.435,4.323,9.53,15.317,6.117,18.523,9.345,8.599,6.094,6.374,12.167,7.186,2.188,2.84,9.094,9.826,5.361,10.146,9.208,11.615,10.377,6.783,13.599,17.248,9.59,8.056,4.27,5.908,9.383
PT0337,10.739,6.163,3.178,5.846,7.061,5.059,9.94,9.144,7.181,12.122,10.79,4.355,7.519,8.068,3.234,5.745,6.257,12.686,7.271,6.779,13.517,8.842,8.137,15.941,14.368,3.518,7.564,6.591,7.488,9.859,2.944,28.823,17.247,21.047,4.326,8.397,10.569,3.839,7.804,6.48,6.186,12.63,7.051,8.607,11.438,2.999,18.26,6.159,21.94,4.005,8.585,15.245
PT0338,9.856,6.951,15.008,7.755,6.061,11.026,10.937,15.397,3.766,4.256,6.582,12.915,6.581,4.113,14.21,7.934,9.385,12.268,6.425,10.668,11.088,4.836,7.167,10.127,10.068,4.478,10.331,3.958,3.692,7.74,11.966,8.54,18.482,12.248,7.577,6.836,3.778,8.957,10.404,3.156,14.066,16.446,5.473,13.765,9.733,4.149,7.884,8.383,10.708,6.816,4.179,11.7
PT0339,6.586,6.312,9.417,12.134,7.204,17.466,5.294,8.536,11.285,4.059,10.161,11.795,5.379,12.777,10.063,8.519,3.395,8.392,14.277,3.648,5.804,9.796,9.169,6.392,20.077,8.69,5.541,10.149,9.103,3.028,18.815,3.0,12.754,9.261,6.827,16.097,3.672,18.232,7.024,3.234,6.266,3.842,4.092,22.671,4.688,5.446,5.127,11.348,7.17,4.296,3.654,15.043
PT0340,11.268,9.466,6.943,6.745,6.49,3.718,8.144,12.894,6.713,6.194,11.018,6.322,16.826,6.935,5.947,2.848,11.968,6.05,7.284,28.828,6.295,8.587,6.404,6.413,1.834,4.854,5.727,3.918,17.842,11.002,11.446,7.345,2.281,10.798,11.01,6.504,7.345,6.393,12.58,9.512,10.358,16.293,2.883,10.218,15.405,9.641,15.174,11.554,2.232,7.93,16.554,4.831
PT0341,11.719,16.912,8.619,11.637,9.061,4.511,8.047,7.26,13.596,10.891,7.297,7.974,15.656,4.723,7.141,9.098,7.699,5.777,4.654,13.451,6.162,6.406,4.051,6.411,3.327,4.576,9.458,12.886,19.335,5.079,8.562,4.875,2.782,14.335,18.652,3.611,6.666,4.296,6.315,4.844,7.693,3.959,5.504,11.073,12.626,17.28,3.389,6.236,3.676,7.826,6.807,6.006
PT0342,12.533,7.173,8.256,3.365,9.63,9.87,5.91,10.604,8.667,6.337,11.308,8.837,10.275,5.622,12.844,3.324,17.182,3.813,24.433,5.057,7.763,8.919,3.623,7.866,10.506,4.274,11.742,10.595,7.158,21.288,6.337,16.386,10.143,5.083,8.477,8.689,7.754,12.154,5.768,9.427,7.105,4.397,8.635,10.635,4.067,13.8,15.949,9.456,9.052,8.424,10.562,14.394
PT0343,6.355,13.066,14.058,1.61,7.773,15.691,10.535,4.575,12.296,5.52,13.644,6.186,7.165,6.814,1.929,10.755,10.478,7.562,7.436,5.575,6.263,6.239,14.93,3.093,8.194,5.033,5.554,6.265,7.959,5.299,9.128,8.373,4.12,3.633,6.484,8.852,6.22,6.742,4.593,9.038,9.446,2.765,6.902,9.723,6.231,3.933,13.939,5.45,5.565,3.862,7.624,8.003
PT0344,10.277,5.699,7.809,6.243,8.111,9.764,3.61,11.058,11.317,10.766,4.941,12.429,6.298,8.003,13.946,11.195,8.997,7.222,6.748,7.106,5.704,8.219,6.52,7.772,6.366,2.813,14.338,6.28,8.677,8.366,20.202,14.124,8.96,3.745,7.87,8.992,18.799,7.196,3.01,10.278,6.401,16.003,7.165,6.954,11.046,6.027,5.769,3.626,7.173,10.393,3.731,6.877
PT0345,13.0,11.464,3.421,9.292,8.832,10.148,11.717,3.644,11.592,8.155,11.236,14.117,11.542,4.923,6.806,2.377,8.204,16.603,11.214,6.878,7.818,4.608,16.328,5.363,4.117,9.188,6.816,5.514,9.884,7.29,15.982,4.985,6.009,10.902,7.12,9.032,3.985,9.425,6.851,10.093,5.392,5.718,11.199,5.411,16.589,15.42,6.879,19.627,7.188,4.121,11.536,3.865
PT0346,10.832,24.301,6.203,6.168,15.599,9.985,14.195,14.332,5.78,5.695,10.015,9.94,6.601,4.889,10.383,9.433,4.18,8.148,5.46,4.067,7.351,14.512,18.871,9.257,9.437,5.139,16.43,7.591,6.899,8.283,5.4,5.065,8.88,6.368,5.947,22.483,5.101,6.084,7.422,12.489,5.458,9.9,11.693,5.861,14.048,10.892,4.351,7.721,9.747,5.636,11.071,6.407
PT0347,1.579,5.51,13.176,4.46,14.252,11.554,5.809,3.401,12.471,7.772,9.204,12.722,15.634,9.306,7.236,8.095,7.196,10.603,6.538,6.902,6.176,6.528,8.577,8.563,5.667,14.074,4.206,17.698,5.868,26.261,16.287,8.06,6.256,6.531,8.359,6.309,6.349,10.273,6.606,6.74,8.276,5.35,6.599,4.646,4.533,4.008,8.04,7.475,5.32,8.784,11.457,6.177
PT0348,4.734,14.221,9.289,9.126,5.564,17.665,8.034,2.498,8.257,6.535,12.764,11.785,13.868,7.362,34.371,5.393,8.673,14.025,11.092,3.448,11.676,12.868,10.896,4.297,14.478,17.174,6.467,8.885,15.74,6.603,5.4,7.77,7.337,7.952,4.293,9.186,9.639,5.022,4.472,6.105,8.189,17.081,7.001,10.538,5.677,10.473,4.226,5.207,9.959,4.849,16.406,10.318
PT0349,6.132,14.631,5.722,19.423,9.45,11.475,16.135,9.698,3.998,9.804,16.569,9.261,5.498,19.633,5.459,11.796,12.168,2.882,4.103,5.44,12.464,20.538,6.279,14.233,12.763,7.157,10.517,6.17,15.593,12.52,5.548,4.658,3.2,11.079,4.935,7.35,15.691,4.907,5.904,12.373,13.448,3.95,3.542,3.832,13.611,10.487,3.627,7.966,12.693,23.24,6.721,7.547
PT0350,8.607,4.185,9.475,7.017,7.358,4.806,9.205,6.763,6.124,7.845,10.731,8.683,10.89,6.219,12.808,19.926,9.269,5.3,5.852,17.787,5.653,15.704,7.028,10.589,11.619,12.599,7.403,17.723,7.467,7.528,7.116,9.75,7.144,6.214,8.379,3.155,7.399,8.292,11.898,4.119,8.841,7.249,12.757,6.991,5.155,11.807,8.001,5.816,6.802,8.96,7.875,3.372
PT0351,10.511,5.405,7.442,5.14,7.923,7.26,4.472,7.833,6.302,5.0,3.643,6.775,16.312,10.9,2.037,9.401,10.555,6.5,11.521,7.143,21.468,7.345,7.797,4.628,2.915,12.948,5.788,6.254,5.567,6.293,10.448,13.546,4.732,5.068,11.799,4.082,11.06,8.941,8.053,4.554,11.343,4.186,6.775,4.805,8.422,7.968,5.321,10.845,9.716,8.227,5.306,3.053
PT0352,13.056,5.778,9.472,4.842,7.401,9.227,4.569,9.2,9.432,5.829,9.212,12.474,10.346,17.62,7.565,4.255,10.515,7.761,17.468,6.091,8.985,7.981,7.467,4.294,8.622,8.238,10.506,6.396,5.464,10.998,6.841,6.248,12.12,5.908,9.572,4.728,9.01,8.022,13.406,3.844,11.804,6.415,2.007,4.922,6.218,9.47,6.88,15.731,6.644,13.934,6.062,13.455
PT0353,12.043,13.543,3.235,19.747,6.485,6.867,11.422,7.286,10.509,6.008,6.966,13.866,4.651,6.922,10.971,3.576,5.784,4.155,7.015,15.974,13.644,7.256,15.632,5.155,17.716,6.771,12.158,21.431,4.235,8.895,12.564,5.799,5.233,10.878,6.495,6.363,34.161,10.018,9.083,4.871,6.923,14.743,7.418,10.451,9.772,12.747,6.275,5.793,5.535,2.717,5.077,4.012
PT0354,6.935,7.392,4.531,7.242,4.017,7.788,20.443,4.694,4.275,8.748,8.614,12.259,6.532,12.246,3.443,4.095,8.714,11.211,6.93,8.622,18.834,8.59,7.15,8.619,18.473,14.188,6.302,10.504,4.064,6.854,8.921,5.813,9.053,6.86,12.849,4.047,5.188,6.987,5.883,13.499,12.827,8.493,6.706,8.059,3.729,9.229,4.955,4.969,8.066,13.387,4.878,3.764
PT0355,10.133,7.461,9.738,10.035,3.339,6.859,4.352,8.234,10.724,8.768,8.78,8.39,6.305,8.815,2.705,4.417,6.747,11.475,12.377,10.03,3.695,4.997,11.636,13.615,13.725,10.362,11.136,13.567,6.472,4.614,16.743,9.81,9.646,10.052,8.698,15.173,14.998,5.188,22.147,14.322,5.663,8.607,10.617,11.834,3.825,13.242,8.015,7.305,6.266,4.611,5.635,4.133
PT0356,20.076,11.61,6.304,13.599,9.124,6.773,7.61,8.83,7.227,4.921,6.34,8.603,7.947,7.817,7.78,12.844,4.051,9.39,3.558,5.565,9.553,3.126,7.955,4.627,13.022,6.76,6.216,10.266,5.207,9.287,3.853,7.004,6.738,12.3,17.326,7.085,7.197,9.084,4.63,5.802,2.977,10.822,7.419,4.721,4.504,11.907,4.548,8.074,4.945,4.906,7.845,5.871
PT0357,5.439,9.273,8.349,12.662,13.383,11.939,6.333,9.512,4.405,6.69,17.902,8.468,7.605,16.491,12.269,8.467,3.568,10.263,5.202,12.651,11.715,8.632,10.184,4.926,5.008,5.746,5.213,9.858,8.461,41.366,8.12,9.328,4.83,6.594,9.531,4.553,8.309,3.269,3.188,3.506,1.669,5.697,9.38,5.631,19.607,11.129,9.143,6.11,6.628,2.628,4.933,9.18
PT0358,8.604,9.807,18.322,4.66,5.69,7.408,7.969,20.46,11.324,8.491,11.281,13.78,6.282,4.729,13.367,7.237,11.286,4.231,4.957,6.268,13.491,7.576,18.431,9.387,15.356,7.424,14.34,10.583,5.761,7.027,10.669,13.129,7.745,5.034,7.409,5.132,10.442,7.176,5.337,4.951,6.756,3.94,5.619,7.808,19.445,6.609,5.465,3.684,6.356,12.359,5.421,7.63
PT0359,18.357,7.169,6.036,11.918,10.958,5.455,8.707,5.069,5.106,12.388,7.502,11.059,11.519,5.699,5.273,11.334,15.224,12.876,2.683,11.349,11.015,15.391,3.509,7.069,18.897,11.914,5.824,11.007,4.723,10.318,16.47,6.39,6.771,4.122,4.131,7.606,14.036,11.61,8.236,8.003,12.845,4.202,11.258,10.369,18.013,11.106,13.172,8.827,11.417,7.183,4.95,5.637
PT0360,8.784,14.335,7.911,11.267,6.92,6.112,8.356,7.648,4.116,8.257,13.058,8.303,14.768,3.252,8.807,7.403,15.134,5.392,1.78,10.119,12.27,17.548,13.287,7.059,9.116,10.504,6.041,22.145,6.121,5.616,2.723,6.476,10.547,5.782,13.86,5.395,5.163,9.511,10.836,15.931,5.968,5.732,4.241,9.724,5.448,12.501,5.679,7.93,13.486,3.382,3.59,6.192
PT0361,4.627,6.15,5.353,9.437,9.609,8.516,5.31,9.845,10.901,18.634,10.962,7.449,5.667,7.19,3.67,7.463,4.947,2.856,5.982,17.281,3.542,3.86,5.524,6.825,9.534,5.493,11.118,4.323,2.189,42.772,6.835,6.398,4.585,4.511,12.055,4.308,6.81,12.722,8.346,6.526,0.778,13.319,6.876,14.388,4.583,5.961,10.053,7.268,3.122,6.976,4.908,5.203
PT0362,8.913,18.673,5.179,12.241,5.867,23.087,22.575,5.875,11.71,7.414,15.398,9.249,3.596,12.235,17.671,4.822,15.737,7.777,11.344,12.041,4.649,4.758,8.27,6.17,6.847,6.864,4.756,2.407,8.819,3.679,2.876,15.83,4.076,8.21,14.562,3.971,4.485,6.368,5.537,11.671,14.783,7.353,8.171,3.925,8.926,5.045,11.216,5.535,2.855,13.493,6.603,6.796
PT0363,7.981,7.752,6.777,5.581,7.22,10.285,6.901,3.997,5.376,10.413,10.113,11.831,9.063,6.742,5.573,5.377,16.201,9.026,10.081,7.311,9.897,10.717,6.341,17.305,8.1,8.059,4.844,6.642,6.562,5.613,9.533,7.016,10.118,3.949,5.695,7.284,1.8,6.377,14.864,10.836,14.602,5.758,6.3,6.767,6.238,9.833,6.853,7.585,4.924,4.806,8.853,5.514
PT0364,6.983,6.188,3.455,7.119,7.569,17.067,8.193,5.523,12.67,6.265,8.788,4.655,7.555,11.308,13.985,7.446,5.173,5.201,13.488,4.374,2.721,12.994,5.94,11.787,6.317,6.022,6.751,3.712,14.39,2.932,5.828,7.688,8.11,8.077,4.389,17.696,21.965,5.667,8.851,3.532,4.933,7.63,11.417,5.281,4.147,10.872,3.857,6.758,12.535,8.338,12.229,8.108
PT0365,12.497,11.665,2.513,5.684,3.159,10.765,15.106,12.753,12.331,4.55,8.96,17.669,9.31,5.291,6.479,4.095,9.56,3.202,1.931,6.356,5.683,7.869,3.851,6.147,9.36,7.093,8.009,8.206,5.937,10.638,9.049,6.373,12.831,6.068,14.543,1.829,7.93,5.616,8.123,12.985,9.071,5.118,8.966,17.067,9.507,5.364,10.366,4.879,3.908,4.488,10.999,4.62
PT0366,9.344,10.049,13.702,10.796,9.63,3.447,9.189,6.435,5.771,7.706,4.631,4.726,5.361,13.197,6.287,16.781,17.446,4.121,6.788,5.244,6.796,7.622,2.021,13.533,6.754,4.522,12.063,4.273,6.857,8.132,12.694,11.724,13.937,10.871,7.433,6.051,7.081,7.998,5.789,14.017,14.697,11.291,8.366,3.428,4.345,9.466,3.764,7.88,4.027,6.693,6.731,6.316
